temperature,humidity,pressure,wind_speed,wind_direction,rain,cloudiness,description,condition_type,label
24.02,97,1008,0.76,277,6.01,100,6,1,bahaya
28.09,84,1008,1.53,44,1.38,99,6,1,bahaya
29.22,81,1006,1.51,49,1.63,91,6,1,bahaya
29.35,75,1007,1.1,64,1.23,100,6,1,bahaya
23.43,99,1007,0.7,304,6.4,100,6,1,bahaya
26.55,88,1007,1.45,39,2.2,99,6,1,bahaya
23.19,98,1009,0.69,254,1.73,100,6,1,bahaya
25.04,94,1007,0.95,222,2.13,95,6,1,bahaya
27.3,86,1009,0.72,61,2.04,100,6,1,bahaya
24.27,96,1008,0.73,279,4.37,100,6,1,bahaya
23.16,99,1007,0.85,307,6.15,100,6,1,bahaya
23.15,99,1007,1.17,303,2.21,100,6,1,bahaya
23.99,98,1010,0.72,25,1.88,100,6,1,bahaya
28.31,84,1006,1.3,119,1.41,57,6,1,bahaya
23.57,98,1008,0.31,94,4.53,92,6,1,bahaya
23.12,99,1008,0.88,302,1.74,100,6,1,bahaya
28.75,75,1007,1.15,26,1.65,94,6,1,bahaya
27.29,80,1009,1.93,287,3.23,100,6,1,bahaya
24.03,98,1008,0.4,97,8.23,100,7,1,bahaya
29.49,73,1008,1.28,53,1.3,100,6,1,bahaya
29.3,75,1007,1.18,65,1.29,100,6,1,bahaya
28.72,84,1006,1.29,155,2.57,88,6,1,bahaya
29.48,72,1007,1.07,339,1.72,95,6,1,bahaya
27.38,88,1008,0.84,140,2.17,95,6,1,bahaya
23.91,98,1008,0.35,102,8.9,99,6,1,bahaya
23.35,99,1007,1.2,300,3.33,100,6,1,bahaya
26.3,89,1009,1.13,273,4.83,98,6,1,bahaya
22.64,99,1009,0.76,234,2.38,100,6,1,bahaya
24.47,94,1007,0.93,70,1.54,87,6,1,bahaya
27.33,87,1009,1.07,73,1.42,100,6,1,bahaya
29.72,79,1007,1.16,162,1.7,81,6,1,bahaya
28.19,85,1007,1.47,46,1.9,99,6,1,bahaya
24.07,97,1009,0.67,288,2.16,100,6,1,bahaya
23.97,98,1008,0.39,94,5.21,97,6,1,bahaya
26.58,88,1009,1.12,272,1.7,98,6,1,bahaya
27.92,85,1008,1.51,44,1.38,99,6,1,bahaya
24.71,96,1009,0.73,284,1.74,100,6,1,bahaya
26.28,85,1009,1.51,285,2.79,100,6,1,bahaya
24.25,97,1009,0.3,88,4.77,100,6,1,bahaya
29.79,79,1007,1.21,160,1.65,81,6,1,bahaya
23.36,98,1008,0.84,274,10.46,100,6,1,bahaya
22.78,99,1010,0.64,240,1.91,96,6,1,bahaya
26.14,87,1008,1.03,200,1.12,98,6,1,waspada
28.45,81,1008,1.53,49,1.03,96,4,1,waspada
30.0,73,1008,0.86,115,1.03,96,6,1,waspada
24.43,95,1009,1.05,34,0.88,91,4,1,waspada
29.88,75,1006,1.09,187,1.02,95,5,1,waspada
26.32,86,1008,1.61,280,1.18,100,6,1,waspada
27.63,85,1008,1.37,44,1.12,99,5,1,waspada
28.03,85,1008,1.13,156,1.03,100,5,1,waspada
26.1,87,1008,1.03,200,1.12,98,6,1,waspada
25.22,91,1009,0.54,112,1.09,68,6,1,waspada
23.5,98,1008,1.01,63,0.87,99,4,1,waspada
23.68,98,1008,0.77,73,0.99,100,4,1,waspada
25.49,92,1010,1.51,309,1.09,100,6,1,waspada
25.68,93,1009,0.78,25,0.93,99,4,1,waspada
30.41,72,1008,0.71,85,0.98,58,4,1,waspada
26.92,89,1009,1.15,157,0.92,99,4,1,waspada
23.08,98,1009,0.32,292,0.98,87,4,1,waspada
25.06,94,1008,0.99,189,1.01,95,4,1,waspada
25.73,91,1008,1.05,11,0.91,95,4,1,waspada
29.45,75,1006,1.2,71,1.02,99,5,1,waspada
27.6,86,1009,1.32,18,0.91,92,4,1,waspada
23.1,98,1010,0.35,218,0.9,97,4,1,waspada
24.12,96,1010,0.39,260,0.94,100,4,1,waspada
29.88,72,1006,1.0,77,1.07,95,5,1,waspada
28.42,81,1007,1.28,199,1.16,98,6,1,waspada
28.38,80,1008,1.52,59,0.89,99,4,1,waspada
25.66,91,1011,1.28,301,1.06,96,6,1,waspada
28.23,82,1009,1.12,33,0.91,100,4,1,waspada
29.48,76,1007,1.73,49,1.06,91,5,1,waspada
29.52,77,1007,1.39,40,0.94,95,4,1,waspada
27.16,88,1008,1.15,156,0.95,100,4,1,waspada
23.01,99,1008,0.61,320,1.04,96,6,1,waspada
24.09,97,1008,0.62,16,0.98,98,4,1,waspada
26.53,86,1009,0.72,226,1.04,97,5,1,waspada
28.41,80,1010,0.87,161,1.04,87,6,1,waspada
28.36,81,1007,1.31,199,1.15,98,6,1,waspada
30.45,71,1008,0.72,87,0.97,61,4,1,waspada
23.95,96,1008,0.81,194,1.03,97,5,1,waspada
26.58,87,1008,0.75,110,0.93,96,4,1,waspada
23.2,94,1009,0.76,252,1.15,70,6,1,waspada
29.26,79,1007,1.38,36,0.94,95,4,1,waspada
29.43,75,1005,0.91,99,0.95,99,4,1,waspada
29.34,77,1007,1.53,47,0.95,94,4,1,waspada
29.37,78,1005,1.02,192,0.99,94,4,1,waspada
25.23,92,1009,1.13,29,0.89,91,4,1,waspada
29.24,76,1008,1.67,52,0.95,94,4,1,waspada
30.29,70,1008,1.5,37,0.92,99,4,1,waspada
30.48,70,1005,1.01,104,0.96,98,4,1,waspada
30.47,69,1008,1.47,35,0.92,99,4,1,waspada
28.52,80,1009,1.05,238,1.12,98,5,1,waspada
29.24,77,1008,1.24,192,1.11,97,6,1,waspada
22.52,99,1009,0.59,210,1.01,100,5,1,waspada
27.58,89,1006,1.25,128,1.17,97,6,1,waspada
30.06,74,1008,1.18,186,1.07,97,6,1,waspada
29.53,74,1006,1.16,72,1.03,99,5,1,waspada
24.82,91,1008,0.94,293,1.13,93,6,1,waspada
23.59,96,1009,0.75,239,0.88,99,4,1,waspada
24.19,96,1009,0.38,87,1.13,100,6,1,waspada
27.71,86,1008,1.14,156,1.0,100,4,1,waspada
25.83,91,1011,1.35,301,1.06,96,6,1,waspada
27.14,89,1009,1.07,26,0.9,97,4,1,waspada
28.58,82,1007,1.09,122,1.11,99,6,1,waspada
30.02,72,1005,1.0,84,1.04,100,5,1,waspada
30.45,71,1008,0.71,87,0.97,60,4,1,waspada
28.41,80,1008,1.22,212,1.14,98,6,1,waspada
24.18,97,1008,0.81,25,0.93,95,4,1,waspada
26.55,91,1008,1.19,155,0.97,94,4,1,waspada
28.67,79,1010,1.08,312,1.12,98,6,1,waspada
29.36,76,1008,1.53,58,0.95,88,4,1,waspada
23.05,98,1010,0.42,222,0.89,97,4,1,waspada
28.42,81,1009,1.15,33,0.91,100,4,1,waspada
28.83,81,1007,1.13,152,1.13,99,6,1,waspada
27.35,83,1008,0.75,111,1.1,64,6,1,waspada
23.88,98,1009,0.37,85,1.09,99,5,1,waspada
29.18,77,1007,1.67,53,0.95,94,4,1,waspada
29.26,77,1007,1.6,50,0.95,94,4,1,waspada
28.93,81,1007,1.26,128,1.08,97,5,1,waspada
25.32,90,1008,0.53,322,1.07,96,6,1,waspada
30.81,68,1006,1.2,124,0.95,95,4,1,waspada
23.26,98,1010,0.31,289,0.98,89,4,1,waspada
28.66,81,1004,0.93,198,0.95,93,4,1,waspada
28.51,83,1007,1.11,123,1.12,99,6,1,waspada
23.04,99,1009,0.42,304,1.0,91,4,1,waspada
27.04,87,1008,1.23,190,1.05,95,4,1,waspada
24.07,95,1008,0.83,193,1.03,97,5,1,waspada
30.33,71,1005,0.96,95,0.98,100,4,1,waspada
23.84,97,1010,0.46,256,0.92,100,4,1,waspada
26.63,85,1007,0.76,74,0.97,99,4,1,waspada
22.99,95,1009,0.74,250,1.09,76,5,1,waspada
30.63,69,1008,0.97,189,0.97,97,5,1,waspada
26.96,86,1009,0.78,248,1.06,98,5,1,waspada
23.01,95,1009,0.74,251,1.11,74,5,1,waspada
23.01,99,1008,0.62,320,1.04,96,6,1,waspada
29.68,76,1007,1.71,45,1.11,90,5,1,waspada
24.46,95,1010,1.02,34,0.88,92,4,1,waspada
23.93,97,1008,0.53,110,0.97,83,4,1,waspada
29.3,76,1008,0.7,329,1.11,83,6,1,waspada
23.0,99,1008,0.38,314,1.04,91,6,1,waspada
27.71,85,1008,1.39,16,0.91,91,4,1,waspada
29.81,73,1008,1.58,44,0.94,96,4,1,waspada
25.24,90,1008,1.18,284,1.12,96,5,1,waspada
24.16,97,1008,0.76,22,0.94,96,4,1,waspada
28.71,79,1008,0.94,109,1.06,68,5,1,waspada
26.52,90,1008,1.18,184,0.99,94,4,1,waspada
24.72,94,1009,1.08,32,0.88,91,4,1,waspada
29.19,79,1007,1.31,38,0.93,96,4,1,waspada
28.61,81,1004,0.98,198,0.98,93,4,1,waspada
23.54,98,1008,1.02,64,0.91,100,4,1,waspada
30.0,71,1008,1.55,41,0.93,97,4,1,waspada
23.62,96,1009,0.41,303,1.08,88,6,1,waspada
24.85,94,1008,1.2,54,0.96,100,4,1,waspada
30.18,73,1007,1.14,185,1.04,96,5,1,waspada
28.71,84,1004,1.03,198,1.08,96,5,1,waspada
25.55,94,1007,0.88,113,0.97,95,4,1,waspada
23.87,98,1009,0.38,85,1.08,99,5,1,waspada
22.93,98,1010,0.61,233,0.86,99,4,1,waspada
29.07,80,1007,1.12,155,1.11,99,5,1,waspada
23.51,98,1007,0.71,10,0.91,98,4,1,waspada
25.38,94,1007,0.85,112,0.95,95,4,1,waspada
29.24,77,1007,1.63,51,0.95,94,4,1,waspada
23.54,97,1009,0.44,117,1.08,72,6,1,waspada
28.74,85,1004,1.1,198,1.16,98,5,1,waspada
31.13,68,1008,0.48,328,1.14,86,6,1,waspada
23.67,98,1008,0.47,75,0.92,99,4,1,waspada
25.55,91,1009,1.17,28,0.89,91,4,1,waspada
27.51,82,1007,0.85,340,1.03,89,4,1,waspada
24.26,93,1008,0.79,200,1.09,99,6,1,waspada
30.46,71,1008,0.69,86,0.97,56,4,1,waspada
23.8,96,1010,0.59,294,1.0,90,4,1,waspada
28.22,81,1010,1.22,309,1.1,98,6,1,waspada
30.41,72,1008,0.71,85,0.98,58,4,1,waspada
29.33,75,1008,1.65,51,0.95,94,4,1,waspada
28.38,81,1007,1.3,199,1.15,98,6,1,waspada
30.36,71,1005,0.94,99,0.97,100,4,1,waspada
24.32,97,1008,0.6,101,0.94,95,4,1,waspada
30.52,68,1009,0.8,198,0.92,97,4,1,waspada
25.55,91,1008,0.5,90,1.09,100,5,1,waspada
26.07,93,1005,1.26,151,1.12,82,6,1,waspada
28.19,85,1007,1.16,124,1.14,99,6,1,waspada
30.24,71,1006,0.91,104,0.99,100,4,1,waspada
24.77,94,1009,1.13,309,1.04,97,6,1,waspada
25.26,92,1010,1.28,307,1.05,98,6,1,waspada
24.27,94,1009,0.79,288,1.06,92,4,1,waspada
25.37,93,1008,0.77,120,1.12,84,6,1,waspada
23.37,95,1009,0.64,256,1.1,77,5,1,waspada
23.96,95,1007,1.11,350,0.98,99,4,1,waspada
23.6,96,1007,0.99,353,0.95,99,4,1,waspada
31.0,69,1008,0.44,328,1.16,90,6,1,waspada
25.56,95,1005,1.28,151,1.1,80,5,1,waspada
26.8,85,1008,0.68,82,1.11,100,6,1,waspada
23.7,98,1007,0.63,10,0.95,99,4,1,waspada
26.62,88,1011,1.7,296,1.07,100,6,1,waspada
25.69,91,1009,1.16,38,1.0,95,4,1,waspada
23.01,99,1009,0.35,314,1.04,90,6,1,waspada
23.86,95,1009,0.62,289,1.03,90,4,1,waspada
27.32,86,1008,1.17,184,1.01,94,4,1,waspada
23.64,98,1007,0.63,9,0.94,99,4,1,waspada
28.36,81,1007,1.3,199,1.15,97,5,1,waspada
24.3,97,1008,0.59,100,0.95,95,4,1,waspada
23.03,99,1010,0.18,305,1.04,86,5,1,waspada
24.1,92,1008,1.03,261,1.16,79,6,1,waspada
30.54,70,1007,1.27,131,0.97,94,4,1,waspada
25.79,92,1008,1.11,185,1.0,94,4,1,waspada
26.86,85,1008,1.46,56,0.92,96,4,1,waspada
28.23,80,1008,0.8,113,0.97,98,5,1,waspada
24.1,96,1010,0.33,270,0.96,97,4,1,waspada
28.57,81,1007,1.55,44,1.14,94,6,1,waspada
26.33,86,1008,1.61,281,1.18,100,6,1,waspada
22.84,98,1009,0.36,204,0.98,97,4,1,waspada
30.61,69,1005,1.08,112,0.96,97,4,1,waspada
28.43,81,1006,1.21,199,1.1,96,5,1,waspada
29.31,76,1007,1.26,69,1.0,99,5,1,waspada
24.62,94,1010,0.49,266,0.99,100,4,1,waspada
23.99,95,1010,0.45,261,1.01,91,4,1,waspada
24.07,97,1008,0.58,109,0.95,86,4,1,waspada
23.33,99,1008,0.92,340,1.06,98,5,1,waspada
25.8,88,1008,0.99,200,1.11,98,6,1,waspada
27.37,86,1009,1.04,159,0.96,94,4,1,waspada
29.83,72,1005,1.03,77,1.08,100,5,1,waspada
28.71,84,1004,1.05,198,1.1,96,5,1,waspada
25.1,93,1009,1.12,30,0.89,91,4,1,waspada
30.33,72,1008,0.78,82,0.97,58,4,1,waspada
30.09,72,1008,0.56,327,1.09,80,6,1,waspada
23.86,97,1008,0.59,123,1.09,73,6,1,waspada
24.63,96,1008,0.73,20,1.01,99,4,1,waspada
27.86,84,1008,1.41,43,1.14,98,6,1,waspada
29.12,76,1008,1.13,199,1.07,97,5,1,waspada
23.26,95,1009,0.68,255,1.12,75,5,1,waspada
23.35,98,1007,0.61,359,0.9,97,4,1,waspada
25.64,94,1005,1.25,151,1.11,78,6,1,waspada
23.65,97,1010,0.51,253,0.91,100,4,1,waspada
23.58,95,1009,0.58,257,1.07,82,5,1,waspada
30.37,71,1005,0.95,97,0.97,100,4,1,waspada
23.38,98,1008,1.13,332,1.13,100,5,1,waspada
25.0,91,1008,1.02,291,1.13,94,6,1,waspada
24.07,98,1007,0.61,15,0.98,99,4,1,waspada
23.36,98,1007,0.63,358,0.9,97,4,1,waspada
28.68,82,1004,0.96,198,0.99,94,4,1,waspada
23.23,99,1008,0.56,349,0.93,96,4,1,waspada
30.77,68,1007,1.2,129,0.95,95,4,1,waspada
26.43,91,1008,1.17,175,0.97,95,4,1,waspada
22.99,99,1008,0.56,319,1.03,95,6,1,waspada
27.2,85,1008,1.22,37,0.91,94,4,1,waspada
26.79,85,1008,1.17,61,0.91,96,4,1,waspada
25.66,91,1011,1.32,297,1.04,96,5,1,waspada
29.58,76,1007,1.75,47,1.1,90,5,1,waspada
26.08,93,1005,1.26,151,1.12,82,6,1,waspada
30.33,72,1008,0.79,93,1.02,56,4,1,waspada
26.25,92,1007,1.22,154,1.01,90,4,1,waspada
22.81,98,1009,0.37,204,0.99,98,5,1,waspada
28.21,83,1008,1.4,21,0.92,92,4,1,waspada
30.49,71,1007,0.62,331,1.09,80,5,1,waspada
28.54,81,1005,1.07,198,1.03,94,4,1,waspada
28.97,77,1008,1.41,64,0.94,99,4,1,waspada
25.87,93,1006,1.23,170,1.04,87,4,1,waspada
28.86,76,1006,0.95,76,1.05,99,5,1,waspada
26.17,92,1007,1.22,154,1.02,89,4,1,waspada
26.1,93,1006,1.23,153,1.03,88,5,1,waspada
30.26,73,1008,1.17,184,1.06,97,6,1,waspada
28.67,78,1008,0.75,329,1.12,85,6,1,waspada
27.88,87,1007,1.23,130,1.16,99,6,1,waspada
26.93,89,1008,1.17,155,0.94,99,4,1,waspada
30.46,69,1008,1.47,35,0.92,99,4,1,waspada
25.59,92,1011,1.52,308,1.09,100,6,1,waspada
28.02,83,1008,1.36,41,1.1,100,5,1,waspada
28.35,80,1008,0.85,111,1.11,63,6,1,waspada
26.68,91,1007,1.07,120,1.07,97,5,1,waspada
23.4,98,1007,0.69,357,0.91,97,4,1,waspada
29.94,72,1008,1.55,42,0.93,97,4,1,waspada
26.88,85,1008,0.79,329,1.16,98,6,1,waspada
29.93,72,1008,1.56,42,0.93,97,4,1,waspada
23.75,97,1009,0.48,111,1.01,79,5,1,waspada
28.17,80,1010,0.83,162,1.01,86,5,1,waspada
30.25,70,1008,1.51,38,0.93,98,4,1,waspada
24.44,97,1008,0.69,107,0.88,93,4,1,waspada
28.36,80,1010,0.85,162,1.03,86,6,1,waspada
26.54,89,1008,1.14,35,1.1,99,5,1,waspada
23.03,98,1007,0.62,321,1.03,96,5,1,waspada
24.14,96,1010,0.33,270,0.96,97,4,1,waspada
22.81,97,1008,0.61,200,1.07,99,6,1,waspada
30.23,71,1007,1.44,36,0.93,98,4,1,waspada
27.98,85,1008,1.1,35,0.92,98,4,1,waspada
26.79,88,1008,1.22,37,1.11,100,5,1,waspada
30.3,71,1005,0.96,95,0.99,100,4,1,waspada
28.6,81,1004,1.0,198,0.99,94,4,1,waspada
24.57,93,1008,0.55,321,1.06,96,6,1,waspada
24.57,94,1008,1.01,329,1.15,99,6,1,waspada
23.79,95,1009,0.77,239,0.89,99,4,1,waspada
29.52,74,1007,0.54,332,1.14,96,5,1,waspada
28.79,81,1007,1.26,128,1.09,97,5,1,waspada
25.67,91,1008,1.04,11,0.91,95,4,1,waspada
28.69,83,1004,1.0,198,1.04,95,4,1,waspada
23.71,93,1009,0.79,251,1.15,73,6,1,waspada
27.15,86,1008,1.0,158,1.06,82,6,1,waspada
28.15,80,1008,1.46,57,0.93,94,4,1,waspada
23.62,95,1009,0.57,258,1.07,83,5,1,waspada
24.27,97,1008,0.57,99,0.97,96,4,1,waspada
23.37,97,1007,0.89,336,1.0,98,4,1,waspada
27.96,83,1008,1.44,46,1.08,98,5,1,waspada
23.59,98,1008,0.93,67,0.94,100,4,1,waspada
28.51,81,1005,1.11,198,1.05,95,4,1,waspada
26.07,92,1006,1.18,153,1.1,79,6,1,waspada
28.68,79,1008,1.58,58,0.9,98,4,1,waspada
23.44,97,1010,0.56,249,0.89,100,4,1,waspada
25.99,91,1009,1.19,39,1.02,96,5,1,waspada
23.31,99,1009,1.04,328,1.14,98,6,1,waspada
28.19,82,1009,1.11,33,0.91,100,4,1,waspada
29.68,73,1006,1.09,74,1.06,99,5,1,waspada
23.51,98,1008,1.08,62,0.89,100,4,1,waspada
22.92,98,1009,0.32,205,0.97,97,4,1,waspada
23.77,98,1009,0.61,78,1.04,100,5,1,waspada
28.76,79,1008,1.54,56,0.9,98,4,1,waspada
29.53,76,1008,0.92,118,1.05,99,6,1,waspada
29.5,76,1007,1.74,49,1.07,91,5,1,waspada
23.69,98,1008,0.77,73,0.99,100,4,1,waspada
23.02,98,1010,0.67,242,0.86,100,4,1,waspada
27.59,86,1009,1.02,32,0.9,100,4,1,waspada
25.37,93,1007,0.74,105,0.89,94,4,1,waspada
22.91,97,1009,0.72,244,0.94,90,4,1,waspada
28.7,78,1009,0.6,92,1.0,59,4,1,waspada
23.86,95,1009,0.51,301,1.09,89,6,1,waspada
23.34,99,1008,1.11,331,1.14,99,5,1,waspada
27.62,82,1008,0.71,328,1.17,97,6,1,waspada
29.48,75,1008,1.63,49,0.94,95,4,1,waspada
27.36,87,1009,1.28,41,1.11,100,5,1,waspada
30.15,72,1007,1.44,36,0.93,98,4,1,waspada
27.47,87,1009,1.0,32,0.9,100,4,1,waspada
22.9,98,1010,0.65,236,0.86,99,4,1,waspada
28.2,85,1007,1.25,127,1.13,98,5,1,waspada
24.34,97,1008,0.66,107,0.9,91,4,1,waspada
25.82,89,1008,0.97,64,0.9,97,4,1,waspada
30.28,70,1007,1.45,36,0.92,99,4,1,waspada
24.44,94,1008,0.68,69,0.87,98,4,1,waspada
24.39,94,1009,0.44,206,0.97,96,4,1,waspada
27.77,85,1009,1.4,47,1.07,99,5,1,waspada
26.06,92,1009,0.82,27,0.92,99,4,1,waspada
29.21,78,1007,1.44,46,0.92,97,4,1,waspada
26.38,91,1007,0.98,123,1.14,90,6,1,waspada
27.68,82,1008,0.55,343,1.0,86,5,1,waspada
23.94,96,1010,0.54,306,1.05,89,6,1,waspada
29.66,76,1007,1.17,147,1.06,97,5,1,waspada
24.2,95,1008,0.31,206,0.93,95,4,1,waspada
28.92,80,1008,1.08,156,1.11,98,6,1,waspada
26.24,86,1009,0.93,244,1.13,86,6,1,waspada
29.91,74,1007,1.41,37,0.93,97,4,1,waspada
26.11,88,1008,1.38,57,0.91,97,4,1,waspada
24.26,96,1009,0.38,88,1.12,100,5,1,waspada
27.9,87,1004,0.98,199,1.15,98,5,1,waspada
27.73,81,1008,0.46,341,1.06,96,5,1,waspada
22.94,97,1009,0.73,246,1.0,85,4,1,waspada
23.64,98,1007,0.63,9,0.94,99,4,1,waspada
23.4,97,1009,0.38,114,1.08,72,6,1,waspada
29.63,76,1007,1.76,47,1.12,90,5,1,waspada
26.0,92,1008,1.11,185,0.99,94,4,1,waspada
29.62,76,1006,1.06,190,1.01,95,5,1,waspada
30.02,73,1008,0.89,114,1.05,87,6,1,waspada
23.18,98,1010,0.31,290,0.98,88,4,1,waspada
28.74,81,1007,1.23,37,0.93,97,4,1,waspada
29.25,76,1007,1.69,52,0.98,93,4,1,waspada
23.04,99,1009,0.43,304,1.0,91,4,1,waspada
27.2,88,1009,1.16,38,1.05,100,5,1,waspada
29.91,74,1008,1.1,72,0.96,71,4,1,waspada
30.27,70,1007,1.55,37,0.98,97,4,1,waspada
27.4,87,1009,1.3,42,1.12,100,5,1,waspada
29.34,78,1007,1.34,39,0.94,96,4,1,waspada
23.63,95,1009,0.56,258,1.06,83,5,1,waspada
29.5,77,1007,1.41,41,0.94,95,4,1,waspada
24.35,96,1010,0.34,264,0.96,100,4,1,waspada
23.1,98,1007,0.68,324,1.02,96,5,1,waspada
23.03,99,1008,0.66,321,1.04,96,6,1,waspada
23.71,97,1007,0.7,6,0.92,99,4,1,waspada
27.83,84,1008,1.35,41,1.11,100,5,1,waspada
23.19,99,1009,0.65,319,1.1,93,6,1,waspada
25.8,93,1007,0.92,115,0.99,96,4,1,waspada
23.93,96,1008,0.81,194,1.03,97,5,1,waspada
30.4,69,1008,1.48,36,0.92,99,4,1,waspada
25.12,94,1010,0.99,33,0.89,94,4,1,waspada
29.22,76,1005,0.9,99,0.95,98,4,1,waspada
28.64,79,1008,1.57,59,0.89,99,4,1,waspada
25.56,94,1007,0.88,113,0.97,95,4,1,waspada
26.18,90,1009,1.21,39,1.04,96,5,1,waspada
23.75,98,1007,0.62,11,0.95,99,4,1,waspada
29.32,75,1006,0.99,76,1.06,99,5,1,waspada
23.46,97,1008,1.13,337,1.09,100,5,1,waspada
28.46,78,1008,0.56,325,1.08,84,6,1,waspada
25.44,88,1008,1.38,272,1.18,92,6,1,waspada
27.45,83,1008,0.73,328,1.17,97,6,1,waspada
25.0,92,1008,0.52,352,0.96,96,4,1,waspada
29.88,74,1008,1.13,71,0.96,72,4,1,waspada
24.0,97,1009,0.4,90,1.09,99,5,1,waspada
25.82,94,1005,1.28,146,1.13,81,6,1,waspada
28.45,80,1008,1.18,219,1.13,98,6,1,waspada
23.74,98,1009,0.68,76,1.02,100,5,1,waspada
22.99,98,1010,0.68,242,0.86,100,4,1,waspada
30.0,71,1008,1.55,41,0.93,97,4,1,waspada
28.62,80,1008,1.17,184,1.02,95,5,1,waspada
28.69,82,1006,1.14,116,1.1,99,5,1,waspada
29.51,78,1007,1.37,40,0.94,96,4,1,waspada
23.06,99,1010,0.25,298,1.0,87,4,1,waspada
24.6,94,1008,0.71,68,0.88,98,4,1,waspada
26.82,88,1011,1.66,300,1.06,99,6,1,waspada
23.59,96,1007,1.06,346,0.98,99,4,1,waspada
24.39,91,1008,1.1,264,1.17,82,6,1,waspada
26.87,90,1009,0.94,32,0.92,100,4,1,waspada
30.35,73,1008,1.16,184,1.05,96,5,1,waspada
29.51,77,1006,1.04,190,1.0,95,5,1,waspada
29.11,77,1007,1.35,66,0.97,99,4,1,waspada
27.0,90,1009,0.93,32,0.9,99,4,1,waspada
26.67,88,1008,1.22,13,0.91,93,4,1,waspada
22.9,98,1009,0.72,242,0.91,93,4,1,waspada
26.41,90,1008,1.14,181,0.99,93,4,1,waspada
23.06,99,1008,0.7,322,1.05,96,6,1,waspada
24.2,96,1007,0.79,7,0.92,98,4,1,waspada
28.3,80,1010,0.82,162,1.02,85,6,1,waspada
25.09,93,1010,1.44,313,1.1,100,6,1,waspada
23.67,98,1008,0.79,72,0.98,100,4,1,waspada
29.36,78,1007,1.34,39,0.94,96,4,1,waspada
23.06,99,1009,0.37,299,0.99,89,4,1,waspada
26.11,90,1008,1.05,16,0.94,94,4,1,waspada
24.4,95,1008,0.89,192,1.02,96,4,1,waspada
28.27,85,1007,1.19,139,1.15,99,6,1,waspada
26.44,87,1009,1.64,287,1.14,100,6,1,waspada
24.23,97,1008,0.55,98,0.98,96,4,1,waspada
24.98,95,1007,0.79,110,0.92,94,4,1,waspada
23.62,93,1008,0.9,257,1.16,75,6,1,waspada
26.34,92,1009,0.86,28,0.9,100,4,1,waspada
30.0,73,1008,0.85,115,1.03,97,6,1,waspada
25.87,92,1010,0.95,33,0.89,97,4,1,waspada
29.65,73,1008,1.43,37,0.98,100,4,1,waspada
27.68,85,1008,1.17,184,1.01,95,4,1,waspada
26.39,92,1007,1.03,118,1.05,96,5,1,waspada
29.67,76,1007,1.76,46,1.13,90,5,1,waspada
22.89,98,1009,0.72,242,0.9,95,4,1,waspada
25.62,91,1010,1.39,304,1.05,98,6,1,waspada
29.78,76,1006,1.08,188,1.02,95,5,1,waspada
29.12,77,1008,1.67,53,0.96,94,4,1,waspada
27.0,87,1009,1.33,20,0.9,91,4,1,waspada
25.56,89,1008,1.3,283,1.14,97,5,1,waspada
23.23,99,1008,0.95,326,1.11,98,6,1,waspada
23.31,97,1009,0.2,207,0.92,96,4,1,waspada
23.42,97,1009,0.44,291,1.0,89,4,1,waspada
23.33,99,1008,1.01,336,1.1,99,5,1,waspada
28.61,82,1008,1.12,156,1.08,100,5,1,waspada
28.92,79,1008,1.17,184,1.03,95,5,1,waspada
27.47,87,1009,1.01,33,0.91,99,4,1,waspada
30.17,70,1008,1.46,35,0.94,100,4,1,waspada
30.29,71,1005,0.92,102,0.98,100,4,1,waspada
25.56,91,1008,0.54,84,1.12,100,6,1,waspada
30.36,70,1007,1.51,36,0.95,98,4,1,waspada
30.0,73,1008,0.55,334,1.06,81,5,1,waspada
29.27,76,1008,1.41,38,1.01,100,4,1,waspada
25.23,90,1008,1.17,284,1.12,96,5,1,waspada
27.87,85,1008,1.34,42,1.1,99,5,1,waspada
24.14,97,1008,0.73,21,0.95,96,4,1,waspada
29.65,76,1007,1.76,46,1.12,90,5,1,waspada
24.0,97,1009,0.36,88,1.13,100,5,1,waspada
23.97,97,1008,1.18,60,0.88,99,4,1,waspada
28.7,78,1010,0.88,167,1.03,87,6,1,waspada
28.97,80,1008,1.1,156,1.12,99,6,1,waspada
27.6,88,1004,1.03,198,1.17,99,6,1,waspada
26.54,87,1008,1.12,64,0.88,99,4,1,waspada
24.55,94,1010,0.8,304,1.05,91,6,1,waspada
23.38,94,1008,0.84,255,1.15,73,6,1,waspada
29.04,83,1004,1.14,195,1.16,98,6,1,waspada
24.8,92,1009,0.83,239,0.94,99,4,1,waspada
28.91,78,1008,1.62,55,0.95,96,4,1,waspada
27.87,81,1008,0.47,324,1.12,96,6,1,waspada
27.7,84,1010,0.95,160,0.98,91,5,1,waspada
27.25,87,1009,1.07,158,0.95,95,4,1,waspada
25.1,92,1009,0.81,270,1.05,100,4,1,waspada
28.13,84,1008,1.13,156,1.04,100,5,1,waspada
27.34,89,1007,1.21,140,1.06,99,5,1,waspada
22.96,96,1009,0.73,247,1.02,83,5,1,waspada
26.45,91,1007,1.2,155,0.98,93,4,1,waspada
23.63,98,1008,0.49,72,0.87,99,4,1,waspada
29.3,76,1007,1.7,52,0.99,93,4,1,waspada
24.39,94,1008,1.03,329,1.15,99,6,1,waspada
